YM150,10,qd,7-10 d,7-10 d,thr,major bleed,0,35,7,8,# events and n estimated from total n and event rates
YM150,30,qd,7-10 d,7-10 d,thr,major bleed,0,35,7,8,# events and n estimated from total n and event rates
YM150,60,qd,7-10 d,7-10 d,thr,major bleed,0,35,7,8,# events and n estimated from total n and event rates
enoxaparin,40,qd,7-10 d,7-10 d,thr,major bleed,0,35,7,8,# events and n estimated from total n and event rates
YM150,3,qd,7-10 d,7-10 d,thr,clinically relevant non-major bleed,1,35,7,8,# events and n estimated from total n and event rates
YM150,10,qd,7-10 d,7-10 d,thr,clinically relevant non-major bleed,2,35,7,8,# events and n estimated from total n and event rates
YM150,30,qd,7-10 d,7-10 d,thr,clinically relevant non-major bleed,0,35,7,8,# events and n estimated from total n and event rates
YM150,60,qd,7-10 d,7-10 d,thr,clinically relevant non-major bleed,0,35,7,8,# events and n estimated from total n and event rates
enoxaparin,40,qd,7-10 d,7-10 d,thr,clinically relevant non-major bleed,0,35,7,8,# events and n estimated from total n and event rates
YM150,60,qd,7-10 d,7-10 d,thr,minor bleed,8,35,7,8,# events and n estimated from total n and event rates
enoxaparin,40,qd,7-10 d,7-10 d,thr,minor bleed,8,35,7,8,# events and n estimated from total n and event rates
